person_id,paper_id
818,323
394,324
819,324
230,325
332,325
820,326
821,326
309,326
243,327
822,327
823,328
824,328
825,328
826,328
827,329
828,329
829,329
830,330
831,330
546,330
832,330
833,331
834,331
835,331
836,331
116,332
253,332
114,332
252,332
423,333
791,333
491,334
492,334
110,334
284,334
837,335
838,335
839,335
323,336
140,336
324,336
370,336
325,336
34,337
840,337
841,337
842,337
843,338
844,338
122,339
845,339
121,339
846,339
719,339
191,340
131,340
847,340
848,341
849,341
381,342
79,342
850,343
851,343
480,343
431,343
852,343
481,343
433,343
16,344
17,344
14,344
853,344
854,345
855,345
856,345
857,345
216,346
785,346
858,346
217,346
859,347
860,347
22,347
11,348
861,348
862,349
863,349
460,349
864,349
865,349
496,350
497,350
866,350
848,351
305,351
306,351
849,351
403,352
404,352
867,353
868,353
869,354
870,354
871,354
872,354
873,354
165,354
874,354
191,355
875,355
876,355
877,355
350,356
878,356
198,357
439,357
197,357
196,357
879,358
880,358
38,359
220,359
35,359
881,360
275,360
298,361
129,361
297,361
127,361
651,362
653,362
216,363
217,363
882,363
883,363
61,364
57,364
60,364
884,365
885,365
886,365
887,365
888,365
889,365
890,366
891,366
131,366
892,366
199,367
203,367
893,368
894,368
895,368
375,368
896,369
897,369
107,370
106,370
104,370
898,371
899,371
293,371
294,371
900,371
901,372
902,372
903,372
904,372
191,373
548,373
283,373
905,373
155,374
154,374
503,375
221,375
906,375
823,376
824,376
907,376
908,376
909,377
910,377
11,377
911,378
233,378
401,378
347,379
274,379
912,380
619,380
371,380
242,381
380,381
355,382
116,382
450,382
114,382
913,382
914,383
915,383
100,383
101,383
713,384
714,384
916,384
917,385
918,385
919,385
322,386
920,386
465,386
921,386
922,387
923,388
924,389
925,389
926,389
927,389
903,390
901,390
904,390
928,391
929,391
930,391
931,391
932,391
933,392
934,392
935,392
936,393
937,393
938,393
939,393
940,394
941,394
942,395
652,395
943,395
944,395
11,395
945,396
28,396
29,396
946,397
947,397
948,397
949,397
950,398
951,398
952,398
145,399
953,399
546,399
954,399
955,399
956,399
957,399
958,400
575,400
959,401
94,401
960,401
961,401
962,401
963,401
964,401
965,402
537,402
966,403
967,403
968,403
969,403
970,403
358,403
971,404
972,404
973,405
974,405
975,405
976,405
977,405
978,405
979,405
980,405
981,405
230,406
982,406
983,406
984,407
156,408
158,408
347,409
985,409
702,409
986,410
987,410
988,410
989,410
29,410
990,410
991,410
992,411
993,411
903,411
994,411
208,412
207,412
210,412
240,413
140,413
138,413
141,413
385,413
147,414
995,414
996,415
997,415
998,415
999,415
1000,415
1001,415
1002,415
1003,415
1004,415
493,415
550,416
551,416
552,416
1005,417
1006,417
1007,418
1008,418
987,418
1009,418
1010,418
991,418
1011,419
1012,419
1013,420
1014,420
1015,420
1016,420
1017,421
1018,421
1019,421
227,422
1020,422
1021,422
1022,422
688,423
1023,423
1024,423
1025,423
637,423
1026,424
1027,424
1028,424
714,425
1029,425
1030,426
1031,426
1032,426
1033,427
1034,427
1035,428
612,428
1036,428
298,429
296,429
129,429
299,429
1037,430
1038,430
1039,430
61,431
57,431
60,431
488,432
357,432
487,432
256,433
411,433
1040,433
257,433
255,433
618,434
619,434
431,435
433,435
233,436
1041,436
401,436
1042,437
1043,437
1044,437
1045,438
1046,438
1047,439
1048,439
1049,440
1050,440
298,441
129,441
1051,441
313,442
1052,443
1053,443
145,443
1054,443
1055,444
1056,444
1057,444
1058,444
1059,445
1060,445
1061,446
1062,447
1033,447
1063,448
1064,448
1065,448
1066,448
1067,449
1068,449
1069,449
1070,450
1071,450
478,450
1072,451
1073,451
1074,452
1075,452
1076,452
1077,452
1078,453
1079,453
1080,453
1081,454
1082,454
1083,455
326,456
1084,456
1085,456
1086,456
1087,456
1088,456
322,457
338,457
920,457
1089,457
651,458
653,458
1090,459
1091,459
802,460
477,460
479,460
322,461
920,461
465,461
921,461
571,462
567,462
574,462
1092,462
1093,462
1094,463
1095,463
1096,463
1097,463
835,463
1098,463
1099,463
181,463
1100,463
1101,464
1102,464
389,464
264,464
1103,465
1104,465
1105,465
1106,465
1107,465
1108,465
1109,465
1110,465
1111,465
1112,465
1113,465
1114,465
1115,465
1116,465
1117,466
1118,466
1119,466
1120,467
1121,467
156,467
371,468
244,468
372,468
1122,469
147,469
1008,469
995,469
1123,470
326,470
1124,470
1125,470
1126,470
199,470
139,471
140,471
1127,471
141,471
138,471
385,471
1128,472
1129,472
627,472
1130,472
1131,473
47,473
46,473
323,474
140,474
324,474
370,474
325,474
946,475
516,475
515,475
1132,475
518,475
1133,476
1134,476
920,477
68,477
221,477
222,477
1135,477
219,477
1136,477
194,478
270,478
244,479
1137,480
535,481
491,482
1138,483
1139,484
1027,485
185,486
1140,487
1141,488
1142,489
429,490
381,491
370,492
431,493
1143,494
36,495
1144,496
1145,497
1146,498
1147,499
1148,500
1149,501
241,502
1150,503
1151,504
1152,505
1153,506
491,507
1154,508
845,509
370,510
1155,511
1078,512
465,513
111,514
1156,515
848,516
1157,516
399,516
1158,516
1159,516
1160,517
313,517
233,518
987,518
29,518
245,518
347,518
147,518
1161,519
188,519
1162,520
1163,520
1164,520
1165,520
1166,521
675,521
661,521
663,521
1167,522
1083,522
1168,522
328,523
835,523
1169,524
1170,524
1171,524
1172,524
1173,525
1130,525
1174,526
1171,526
1175,526
1176,526
1045,527
350,527
364,527
1177,527
1178,528
1179,528
1180,528
1181,528
139,529
384,529
140,529
1182,530
1183,530
1184,530
1185,531
1186,531
1187,531
1188,531
1189,532
1180,532
1042,532
347,533
1190,533
684,533
107,533
702,533
139,534
1191,534
1192,534
283,534
1193,535
1194,535
1195,535
1196,535
1197,535
1198,535
1199,536
1200,536
642,536
1201,537
1202,537
653,537
1174,538
1203,538
1204,539
1205,540
1206,541
862,542
476,543
479,543
1207,544
300,544
302,544
1208,544
1209,545
1210,545
369,546
1211,546
1212,546
284,546
492,546
802,547
477,547
479,547
1213,547
1214,548
1215,548
1216,548
1217,548
755,548
1218,548
1219,548
1220,548
407,548
1221,548
634,548
1222,548
406,548
408,548
1223,549
1224,549
721,549
707,550
706,550
708,550
1225,550
1226,550
43,551
1227,551
1228,551
1229,552
199,552
326,552
1230,552
1231,552
1232,553
1233,553
1192,553
143,554
148,554
684,554
1234,555
1235,555
1236,555
1237,555
1238,555
1239,555
1240,555
1241,555
609,556
139,556
608,556
607,556
639,557
852,557
1242,557
433,557
1243,558
1244,558
1245,558
1246,558
270,559
1247,559
482,560
483,560
322,561
464,561
97,561
1248,561
30,561
1249,562
653,562
1250,563
1251,563
1252,563
1253,563
1254,564
1094,564
1099,564
1136,564
181,564
1255,564
1256,565
424,565
1257,565
1258,566
1259,566
1260,566
1261,567
1262,567
1263,568
355,568
116,568
114,568
291,569
1264,569
29,569
275,569
987,569
1265,570
250,570
1158,570
1120,571
1121,571
1266,571
119,572
122,572
121,572
129,573
298,573
299,573
127,573
1267,573
1268,574
609,574
131,574
607,574
1269,575
198,575
439,575
197,575
196,575
1270,576
1271,576
1272,577
1273,577
347,578
702,578
371,579
619,579
244,579
1274,580
270,580
142,580
1247,580
1275,581
1276,581
1277,582
313,582
1278,582
1279,583
1135,583
897,584
1280,584
322,585
1281,585
1282,585
99,585
97,585
1283,586
149,586
490,586
1284,586
489,586
1285,587
1286,587
1287,587
1288,587
1289,587
1290,587
705,587
541,587
545,587
651,588
1291,588
1292,589
325,589
370,589
323,589
324,589
140,589
1293,590
452,590
1294,590
145,591
143,591
546,591
547,591
1295,592
1296,592
270,592
243,593
822,593
231,594
1297,594
100,594
101,594
34,595
840,595
1298,596
1299,597
1300,597
17,597
1301,598
1302,598
1303,599
1304,599
1305,599
1306,599
1307,599
233,600
1308,600
559,600
1309,600
1310,601
593,602
1311,602
594,602
1312,603
1313,603
1314,604
1315,604
980,604
818,604
1316,604
527,605
963,605
964,605
93,605
1317,606
1318,606
1319,607
1320,607
1321,607
1322,608
1323,608
1324,609
1325,609
1326,609
1327,610
1328,610
1329,611
656,611
660,611
1330,612
554,612
1093,612
1331,612
1332,612
571,612
575,612
1333,612
1334,613
1335,613
1336,613
32,614
1337,614
1338,614
1339,614
34,614
1340,614
1341,615
1342,615
1343,615
1344,615
1345,615
1346,615
1347,615
1348,615
569,616
1349,616
1350,616
1351,616
1352,616
1353,617
1354,617
1355,617
1356,618
1357,618
1358,618
1359,619
1179,619
938,619
40,620
39,620
1360,621
1361,621
1362,621
139,621
1363,622
1364,622
611,622
1365,622
1366,623
1367,623
1368,624
1369,624
1370,624
1371,625
1163,625
9,625
1372,625
1373,625
1374,626
1375,626
1376,626
1377,626
1378,627
1379,627
1380,627
1381,628
1382,628
1383,629
1384,629
1385,630
1386,630
213,630
903,630
1120,630
683,631
1387,631
1090,631
107,631
380,631
106,631
542,632
543,632
1320,633
1321,633
1388,634
1389,634
1390,635
1391,635
1392,636
276,636
277,636
298,637
1393,637
129,637
127,637
1267,637
347,638
702,638
371,639
1394,639
1120,640
1121,640
1266,640
1395,641
1163,641
1396,641
1397,641
1372,641
1398,641
1399,641
567,642
554,642
1093,642
1333,642
541,643
1127,644
1400,644
140,644
1292,645
325,645
370,645
323,645
324,645
140,645
1401,646
131,646
1402,647
1403,647
1404,647
1405,647
1406,647
475,648
1407,648
316,648
473,648
1408,648
1161,649
188,649
1409,650
1410,650
1411,651
1412,651
1413,651
618,652
371,652
1285,653
1286,653
1287,653
1288,653
1289,653
1290,653
705,653
541,653
545,653
1414,654
1415,654
1416,654
1417,654
1418,655
1419,655
1406,655
503,656
1420,656
1421,656
1422,657
99,657
1423,657
1424,657
657,657
1081,658
1082,658
1014,659
1015,659
1425,660
1426,661
1427,661
1428,661
1429,661
1430,661
1431,661
1014,662
1015,662
322,663
369,663
99,663
236,663
97,663
780,664
1432,664
1433,664
1434,664
1435,664
492,665
6,665
284,665
1436,665
263,666
260,666
261,666
264,666
1437,667
1438,667
1439,668
1440,669
1161,670
1441,671
1442,672
882,673
1443,674
1444,675
1445,676
1446,677
1447,678
1448,679
1449,680
1450,681
1451,682
1452,683
1453,684
1454,685
1455,686
1456,687
880,688
1394,689
1244,690
146,691
702,692
192,693
1457,694
1372,695
1458,696
1459,697
1460,698
1461,699
1462,700
1463,701
194,701
1199,702
1200,702
642,702
1464,703
1465,703
1466,703
1467,703
1188,703
1160,704
313,704
1167,705
1083,705
1168,705
1468,706
1469,706
1159,706
1157,706
399,706
1470,706
1189,707
1180,707
1042,707
1169,708
460,708
1170,708
1471,708
1172,708
347,709
233,709
147,709
1472,709
987,709
1473,710
1166,710
661,710
424,711
1474,711
1475,711
1032,712
1476,712
264,712
43,712
769,712
1463,712
46,712
931,712
1477,712
1478,713
1479,713
1480,713
35,714
1481,714
978,714
1072,715
1482,715
651,716
1291,716
143,716
275,716
347,717
1483,717
107,717
702,717
283,718
1362,718
1192,718
1484,718
1191,718
1485,719
1486,719
1487,719
1488,719
939,720
1120,720
1489,720
1490,720
1301,720
1180,720
1045,721
350,721
364,721
1177,721
1491,722
1492,722
1493,722
1494,722
1495,723
1496,723
43,724
1163,724
1497,725
1498,725
1499,725
1500,725
1501,726
1502,726
1503,726
1504,726
1505,727
1506,727
1507,728
1301,729
1302,729
322,730
920,730
921,730
1508,731
1277,732
1509,732
313,732
1510,733
1157,734
399,734
1159,734
1511,735
963,736
27,736
1180,737
554,738
1093,738
1333,738
1512,739
1134,739
122,740
322,740
882,741
1513,742
1514,743
1457,744
1515,745
1516,746
1226,747
1517,748
1518,749
1247,750
545,751
1296,752
372,753
1372,754
156,755
1457,755
846,755
1519,755
347,756
702,756
247,757
1520,757
1521,757
849,757
1522,758
1523,758
1261,758
1273,758
1524,758
1256,759
424,759
1525,759
1526,759
1259,760
1527,760
1528,760
290,760
404,761
122,762
551,763
552,763
1529,763
1530,764
1531,764
38,765
35,765
978,765
1532,765
1533,766
656,766
659,766
660,766
1337,767
32,767
279,768
459,768
1534,769
1535,769
1536,770
389,770
264,770
1263,771
1537,771
1538,771
114,771
1539,771
122,772
608,772
1540,773
1541,773
547,773
11,773
380,774
107,774
199,775
326,775
1230,775
837,776
838,776
1542,776
541,777
328,778
1543,778
326,778
47,779
446,779
48,779
217,779
129,780
127,780
299,780
298,780
1267,780
1544,781
1545,781
142,781
1546,782
1547,782
131,783
653,783
1548,784
849,784
820,785
821,785
309,785
824,786
826,786
823,786
1549,786
1550,786
907,786
322,787
369,787
1551,787
99,787
97,787
278,788
279,788
280,788
441,788
357,789
1552,790
1553,790
1135,790
1554,790
835,791
1555,791
11,791
323,792
324,792
325,792
243,793
1556,793
1167,794
35,794
495,794
1557,795
1558,795
1559,795
445,795
216,796
217,796
882,796
883,796
1279,797
1135,797
1560,797
300,798
1561,798
303,798
571,799
554,799
1093,799
1333,799
30,800
322,800
116,801
1562,801
1538,801
1563,801
144,802
155,802
145,802
1245,802
546,802
305,803
306,803
205,804
1564,804
948,804
1134,804
1565,805
1301,805
1566,805
322,806
369,806
1551,806
99,806
97,806
1422,807
1567,807
1568,807
99,807
695,808
389,808
264,808
116,809
1562,809
1538,809
1569,810
1245,810
347,811
702,811
1570,812
1571,812
1551,813
97,813
99,813
96,813
95,813
1572,814
1573,814
1574,814
928,815
931,815
1361,816
1362,816
139,816
291,817
275,817
554,818
1093,818
1333,818
600,819
1575,819
1576,819
1577,819
1578,819
1579,819
326,820
1124,820
1580,820
1543,820
329,820
1581,820
199,820
1582,821
1403,821
1404,821
1583,821
1584,821
1585,821
1476,821
1586,821
1587,821
1588,821
1589,822
1590,822
1591,822
1592,822
1593,822
1594,822
503,823
1420,823
1421,823
35,823
1595,824
1596,824
1597,824
1598,824
1599,824
1600,824
1601,824
1602,825
1603,826
1134,827
1507,827
1604,827
1605,827
1606,827
1607,827
1608,828
1609,828
1610,828
1611,828
1612,829
1613,829
1614,829
1615,829
1616,830
1617,830
1618,831
1619,831
1620,831
1621,832
1622,832
1556,832
1623,832
1624,833
1625,834
1626,834
1627,834
1628,835
1629,835
1630,835
1631,835
1632,835
242,836
1633,836
1634,836
1635,836
1636,836
1637,836
1638,837
1639,837
1640,837
1641,837
1642,837
1643,837
1644,837
1645,838
1646,839
1647,839
1648,839
1649,839
1650,839
1651,840
1652,840
1653,840
1654,840
1655,840
1656,840
1657,840
53,840
1658,840
1659,841
1660,841
1661,841
1662,842
1184,842
1663,842
1664,842
1665,842
1666,842
1667,842
1668,842
192,843
1669,843
1670,843
194,843
1671,843
143,843
1672,844
881,845
275,845
1120,846
1673,846
1674,846
1675,847
1676,847
1677,847
1678,847
1679,847
1680,847
1681,848
1682,848
1683,849
1684,850
1685,850
94,850
1686,850
960,850
963,850
962,850
1687,850
1479,851
1688,851
1689,851
1690,851
1691,851
1692,851
1693,852
1045,853
1694,853
283,853
1695,853
1142,853
322,854
1696,854
1209,854
371,855
1394,855
439,856
227,856
197,856
1697,856
1698,857
1028,857
410,858
412,858
1699,858
414,858
1700,859
1698,859
1701,860
1702,860
1703,860
1704,860
1625,861
143,861
1670,861
1705,861
1706,862
1707,862
1345,862
1708,862
1709,863
1710,863
1711,863
1712,864
1547,864
542,865
684,865
1713,866
1714,866
1080,867
1715,867
1716,867
1717,867
1718,867
1719,868
40,868
1720,868
1721,868
1722,869
1723,869
140,870
325,870
1724,871
1725,871
1066,871
1726,872
1727,872
1728,872
1729,872
1070,873
1071,873
478,873
1157,874
1730,874
1731,875
1622,875
1732,875
1249,876
653,876
322,877
920,877
921,877
1089,877
511,877
1398,878
1163,878
9,878
1373,878
313,879
1733,879
1277,879
1734,880
1409,880
1735,880
1736,880
411,881
1737,881
1738,881
1739,882
260,882
1740,882
1741,882
264,882
1742,883
1362,883
1743,884
1744,884
1325,885
1745,886
1746,887
1747,887
1748,888
1123,889
1126,889
1749,890
197,891
295,891
1750,892
1751,893
1259,894
1528,894
1752,895
1477,895
516,896
1753,896
1754,896
1755,896
912,897
1756,898
835,899
1555,899
11,899
1757,900
920,900
1758,900
1759,900
1760,900
1761,901
1762,901
1763,901
921,901
1764,901
247,902
1520,902
1521,902
849,902
541,903
1765,904
1766,904
1767,904
1768,904
1769,904
716,905
264,905
1301,906
1770,906
1771,906
1772,907
1773,907
1774,907
1775,907
1776,908
155,908
1777,908
1778,909
110,909
1779,909
1740,910
261,910
264,910
1780,911
987,911
1781,911
1782,911
29,911
988,911
1007,911
1009,911
1783,911
1264,911
1010,911
991,911
1784,912
1785,912
1786,912
1787,913
128,913
1788,914
1789,914
1790,914
1791,914
511,914
1792,915
1793,915
1651,916
1652,916
1653,916
1654,916
1655,916
1656,916
1657,916
53,916
1658,916
928,917
1794,917
931,917
129,918
298,918
299,918
127,918
1267,918
1795,919
1796,919
1797,919
364,919
1798,919
533,920
1799,920
1800,920
1020,921
1801,921
1802,921
1803,921
1199,922
1200,922
642,922
1189,923
1180,923
1042,923
1489,924
1804,924
1805,924
1134,924
1157,925
1470,925
399,925
1159,925
1806,926
1497,926
1480,926
768,926
1500,926
1807,926
1301,927
1180,927
1808,928
1809,928
1810,928
1811,929
1812,929
1813,929
1734,930
1735,930
1032,931
1476,931
43,931
769,931
1463,931
46,931
931,931
1477,931
1814,932
1006,932
1815,933
1816,933
1817,933
1818,934
1819,934
489,935
313,935
1820,935
607,936
138,936
140,936
939,937
1821,937
1479,938
404,938
156,938
848,938
155,938
849,938
1167,939
1168,939
1822,939
1823,940
1824,940
1548,940
1825,941
1503,941
1826,941
1194,942
482,943
1188,943
1465,943
939,943
1310,944
1827,944
1828,945
1829,945
482,945
541,946
1830,947
270,947
1481,948
216,949
1831,949
217,949
476,950
479,950
424,951
1832,951
1833,951
1834,952
1835,952
17,952
819,952
1836,953
1837,953
466,953
1838,954
1839,954
1840,955
1841,955
72,955
1842,956
1720,956
1163,956
1843,956
1844,957
903,957
1845,957
19,958
22,958
1846,958
1847,959
1848,959
315,960
317,960
57,961
60,961
1849,961
1850,962
479,962
1851,963
1852,963
552,963
1853,964
1479,964
1546,964
1854,964
1527,965
1259,965
290,965
1855,966
1856,966
1857,967
714,967
916,967
116,968
115,968
113,968
114,968
1157,969
1858,969
1859,970
347,970
1860,970
1861,970
1470,970
1214,971
1216,971
755,971
1862,971
1863,971
407,971
1864,971
1817,971
535,971
1865,971
408,971
172,972
1866,972
174,972
1389,973
1867,973
920,973
1868,974
1869,974
181,974
1870,974
956,975
482,975
1871,976
199,976
326,976
476,977
376,977
479,977
145,978
1194,978
1872,978
560,979
1873,979
98,979
423,979
1874,979
1875,980
1506,980
90,980
1876,981
139,981
733,981
387,981
388,981
1877,981
424,982
1832,982
1750,982
1571,983
1878,984
1879,984
460,984
1880,984
818,985
1881,985
1882,985
1173,986
891,986
1883,986
892,986
1545,987
142,987
897,988
1884,988
345,989
1885,989
77,989
835,989
1886,990
1887,990
1888,990
322,991
369,991
1551,991
1889,991
97,991
1890,992
460,992
1891,992
291,993
275,993
1741,994
1892,994
260,994
264,995
1893,995
389,995
1894,996
1895,996
1896,996
1897,996
145,997
546,997
927,997
145,998
143,998
347,999
274,999
608,999
1898,1000
1661,1000
1660,1000
1899,1001
1900,1001
1901,1002
1902,1002
1903,1002
1716,1002
1904,1003
1905,1004
1906,1005
1907,1005
1908,1005
1909,1005
1910,1005
554,1006
1911,1006
1093,1006
1912,1006
1332,1006
571,1006
1333,1006
1913,1007
1914,1007
1915,1007
1916,1007
1006,1008
1917,1008
1918,1008
1482,1008
1919,1008
1920,1008
1814,1009
1921,1009
1922,1010
1923,1010
1924,1010
1925,1010
1926,1010
1927,1010
146,1011
1928,1012
1929,1012
1930,1012
1931,1012
1932,1013
1933,1013
1934,1013
1935,1013
1936,1014
1937,1014
1938,1014
1939,1014
1940,1014
